person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,PD,assigned_interest_rate,expected_profit
22,36996,RENT,5.0,EDUCATION,A,10000,0,0.27,N,4,0.000701395424005968,7.010520931360089,696.3520058618577
26,92652,RENT,4.0,VENTURE,C,10000,0,0.11,Y,2,0.0007096178447233707,7.010644267670851,696.3092318712103
33,103000,MORTGAGE,5.0,EDUCATION,A,24000,0,0.23,N,10,0.07710652800261793,8.15659792003927,696.3070305491017
23,60000,RENT,5.0,DEBTCONSOLIDATION,A,10000,0,0.17,N,2,0.0007138358409018199,7.010707537613527,696.2872892848989
26,75000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,0,0.16,N,3,0.0229011464064302,7.343517196096453,696.152813911764
21,84000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,0,0.12,N,4,0.0007412954728070601,7.011119432092106,696.1444392629363
36,115000,MORTGAGE,13.0,VENTURE,A,10000,0,0.09,N,15,0.0007476480135377335,7.011214720203066,696.1113918632755
29,47800,RENT,4.0,DEBTCONSOLIDATION,A,10000,0,0.21,N,5,0.000751667840255895,7.011275017603839,696.0904797238563
32,52000,MORTGAGE,3.0,MEDICAL,C,10000,0,0.19,Y,8,0.000752153005925277,7.011282295088879,696.0879557679721
29,72000,MORTGAGE,5.0,PERSONAL,A,10000,0,0.14,N,10,0.000757710746055676,7.011365661190835,696.0590429321485
35,113000,RENT,0.0,DEBTCONSOLIDATION,E,20000,1,0.18,N,7,0.06641523448436439,7.9962285172654655,696.0486112477711
25,34000,RENT,0.0,EDUCATION,C,10000,1,0.29,Y,2,0.0007720876750956666,7.011581315126435,695.9842499104354
24,84000,RENT,3.0,MEDICAL,B,13000,0,0.15,N,3,0.03137602520673707,7.470640378101056,695.9783824347983
21,57996,RENT,3.0,EDUCATION,B,10000,0,0.17,N,4,0.0007810243521592334,7.011715365282389,695.937758370214
22,31200,RENT,5.0,PERSONAL,C,10000,1,0.32,N,4,0.000788601068430403,7.011829016026456,695.8983416066942
22,40000,RENT,6.0,MEDICAL,B,10000,0,0.25,N,2,0.0007973156580253425,7.01195973487038,695.8530050098803
39,55000,MORTGAGE,8.0,PERSONAL,A,10000,0,0.18,N,16,0.0008083157754481498,7.012124736631722,695.7957779060803
27,55140,MORTGAGE,8.0,HOMEIMPROVEMENT,C,10000,0,0.18,Y,8,0.0008187160206481443,7.0122807403097225,695.7416712487461
24,60000,RENT,6.0,VENTURE,A,10000,0,0.17,N,2,0.0008205839144071127,7.012308758716107,695.7319536081422
32,93000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,0,0.11,N,10,0.0008229792015000127,7.0123446880225,695.7194922100507
28,54000,RENT,11.0,DEBTCONSOLIDATION,D,10000,1,0.19,Y,8,0.0008273806160708768,7.012410709241063,695.6965939584056
24,46000,MORTGAGE,,MEDICAL,D,10000,1,0.22,N,3,0.0008296284456244541,7.012444426684366,695.6848996577162
28,216000,MORTGAGE,12.0,VENTURE,D,15000,0,0.07,Y,8,0.044848140441558264,7.6727221066233735,695.6589542284476
41,23396,OWN,5.0,HOMEIMPROVEMENT,B,10000,0,0.43,N,16,0.0008431080104431422,7.012646620156647,695.6147720990197
39,39996,RENT,1.0,VENTURE,B,12000,0,0.3,N,16,0.023002117007189713,7.345031755107845,695.5144145788736
25,68250,MORTGAGE,3.0,EDUCATION,A,17000,0,0.25,N,3,0.055063912659616326,7.825958689894245,695.5033241716578
26,16800,RENT,,PERSONAL,B,10625,1,0.63,N,3,0.008720430258295957,7.130806453874439,695.4484246635903
24,80400,MORTGAGE,8.0,PERSONAL,C,10000,1,0.12,N,2,0.0008933691792792872,7.013400537689189,695.353283105012
25,120000,MORTGAGE,5.0,MEDICAL,A,10000,0,0.08,N,3,0.0008935386988655979,7.013403080482984,695.3524011487895
26,134400,MORTGAGE,3.0,MEDICAL,C,10000,0,0.07,N,3,0.0008999197999797833,7.013498796999697,695.3192022566354
27,60000,OWN,2.0,VENTURE,B,10000,0,0.17,N,6,0.0009018119260619166,7.013527178890929,695.309358087353
24,87000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,0,0.11,N,2,0.0009129026870111522,7.013693540305168,695.2516559405682
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,1,0.07,N,4,0.0009197348795679575,7.013796023193519,695.2161097578735
27,30456,RENT,0.0,VENTURE,A,10400,1,0.34,N,6,0.006080009021558085,7.091200135323371,695.0616434562784
26,38004,RENT,3.0,MEDICAL,C,10000,0,0.26,N,3,0.0009577548061312529,7.014366322091969,695.0182990667145
23,100000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,10000,0,0.1,N,3,0.0009657686406898101,7.014486529610347,694.9766040048121
27,84000,RENT,7.0,MEDICAL,C,12000,0,0.14,N,5,0.023093717447696033,7.346405761715441,694.9352275123796
44,115000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,0,0.1,N,14,0.023095716261278952,7.3464357439191845,694.9225887323006
43,97500,RENT,6.0,VENTURE,B,24000,0,0.25,N,11,0.07721296643078705,8.158194496461807,694.9195470776274
27,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10250,0,0.16,N,5,0.004234872260699928,7.063523083910499,694.9005571055078
31,44000,OWN,6.0,HOMEIMPROVEMENT,D,17350,0,0.39,Y,7,0.05666823043543866,7.85002345653158,694.8818471048422
26,59700,MORTGAGE,5.0,VENTURE,B,15000,0,0.25,N,4,0.0449531546711108,7.674297320066662,694.818624806845
24,40000,RENT,6.0,MEDICAL,C,12000,0,0.3,N,2,0.023114007753362427,7.346710116300437,694.806928381058
27,24000,RENT,0.0,MEDICAL,A,10000,1,0.42,N,9,0.0010024628298503466,7.015036942447755,694.7856858871903
27,50000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10000,0,0.2,N,10,0.0010134563249185108,7.015201844873777,694.7284864698399
36,148000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000,1,0.07,N,13,0.0010414849438971344,7.015622274158457,694.5826512554024
24,55000,RENT,5.0,HOMEIMPROVEMENT,A,10000,0,0.18,N,2,0.0010613840718845453,7.015920761078268,694.4791130219784
26,43680,RENT,0.0,PERSONAL,B,12000,0,0.27,N,2,0.023166012106090088,7.347490181591351,694.4780890475788
22,40000,MORTGAGE,6.0,PERSONAL,C,10000,0,0.25,Y,3,0.001074566311893433,7.016118494678402,694.410523139016
23,29000,RENT,0.0,EDUCATION,E,10000,1,0.34,Y,3,0.0010803744201679662,7.0162056163025195,694.380302201795
24,43000,RENT,4.0,MEDICAL,B,10000,0,0.23,N,3,0.0010864322179774425,7.016296483269661,694.3487819640709
28,60000,RENT,2.0,VENTURE,B,12000,0,0.2,N,10,0.023191246783278642,7.34786870174918,694.318519003088
33,65000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,16800,0,0.26,N,6,0.0542913842570112,7.814370763855168,694.2826300313031
54,107000,RENT,27.0,VENTURE,B,10000,0,0.09,N,20,0.0011020187469993534,7.01653028120499,694.2676808476253
29,36000,RENT,5.0,PERSONAL,C,10000,0,0.28,Y,6,0.0011062357126365913,7.016593535689549,694.2457386581119
29,60000,OWN,1.0,PERSONAL,B,10000,0,0.17,N,10,0.0011067342020442189,7.016601013030663,694.243144858479
47,305000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,10000,0,0.03,Y,12,0.0011102770102425312,7.016654155153638,694.2247104741796
27,80000,RENT,3.0,PERSONAL,A,20000,0,0.25,N,9,0.06658533805229018,7.998780070784353,694.211662525569
25,34000,MORTGAGE,1.0,EDUCATION,B,10000,0,0.29,N,3,0.0011189561111952246,7.016784341667928,694.1795501276166
23,124000,RENT,2.0,PERSONAL,C,10000,0,0.08,N,3,0.001139060846990831,7.017085912704863,694.074937406228
35,158000,OWN,14.0,EDUCATION,B,10000,0,0.06,N,10,0.0011395244202972977,7.017092866304459,694.0725252405973
36,24000,RENT,20.0,DEBTCONSOLIDATION,B,10000,1,0.42,N,15,0.0011449147426541837,7.017173721139812,694.0444770935463
22,72000,RENT,5.0,PERSONAL,D,10000,0,0.14,N,2,0.0011534311997644057,7.017301467996466,694.0001621559262
36,24168,RENT,2.0,MEDICAL,C,9925,1,0.41,N,13,0.00014949427644293185,7.002242414146644,693.9784267678909
35,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,10000,1,0.33,N,7,0.0011727240934327659,7.017590861401492,693.8997717914507
50,60000,RENT,13.0,VENTURE,C,10000,0,0.17,N,12,0.0011775172144976136,7.017662758217464,693.8748306644268
35,126000,RENT,19.0,EDUCATION,D,10000,0,0.08,N,5,0.001197403099674357,7.017961046495115,693.7713532204186
36,80000,RENT,0.0,PERSONAL,C,10000,0,0.13,N,14,0.0012023543403769515,7.018035315105655,693.7455889461002
49,120000,MORTGAGE,12.0,MEDICAL,B,12000,0,0.1,N,12,0.02329169254464646,7.349375388169697,693.6833332265362
27,60000,OWN,4.0,HOMEIMPROVEMENT,A,10500,0,0.17,N,7,0.007556668434894738,7.113350026523421,693.6506527458847
22,54000,RENT,0.0,VENTURE,E,10000,1,0.19,N,4,0.0012371166807627221,7.018556750211441,693.564697573511
24,71000,MORTGAGE,6.0,MEDICAL,B,10000,0,0.14,N,4,0.0012418293598173403,7.01862744039726,693.5401741187114
24,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,0,0.29,N,2,0.04511664890416895,7.676749733562534,693.5102365287123
23,97000,RENT,7.0,EDUCATION,C,10000,0,0.1,N,3,0.0012516378353547779,7.018774567530322,693.4891333602488
27,34000,RENT,0.0,EDUCATION,E,15000,1,0.44,Y,10,0.045127044483524385,7.676905667252866,693.4270402049194
25,120000,MORTGAGE,9.0,PERSONAL,A,10000,0,0.08,N,4,0.0012795307274432754,7.019192960911649,693.3439844189713
26,48000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,11000,0,0.23,N,3,0.013356495494212276,7.200347432413184,693.3064924194924
26,45600,MORTGAGE,9.0,EDUCATION,C,10000,0,0.22,Y,3,0.001293667795415073,7.019405016931226,693.2704170992944
28,58100,RENT,4.0,MEDICAL,B,10000,0,0.17,N,8,0.0012953062854524989,7.019429594281788,693.2618905880875
22,58000,OWN,6.0,EDUCATION,D,10000,0,0.17,N,2,0.0013014937438960996,7.019522406158441,693.2296917027923
26,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,0,0.11,N,4,0.0013050993128500847,7.019576489692751,693.210928646855
22,38400,OWN,6.0,PERSONAL,C,10000,0,0.26,N,3,0.0013059387635110066,7.019589081452665,693.2065602156616
25,100000,MORTGAGE,2.0,VENTURE,C,16000,0,0.16,Y,2,0.05056275452490062,7.758441317873509,693.1820612044778
29,126000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,15000,0,0.12,N,8,0.04516202433800656,7.677430365070099,693.1470911683587
28,60000,RENT,8.0,EDUCATION,A,10000,0,0.17,N,9,0.0013341132857665786,7.020011699286498,693.0599411266248
35,100000,MORTGAGE,14.0,VENTURE,A,10000,0,0.1,N,8,0.0013376689767682123,7.020065034651523,693.0414372833682
33,24000,RENT,6.0,MEDICAL,A,10000,1,0.42,N,10,0.001342793001188013,7.0201418950178205,693.0147717542562
30,69000,RENT,3.0,EDUCATION,B,11200,1,0.16,N,6,0.01555578184156989,7.2333367276235485,692.9965962088768
33,76248,MORTGAGE,17.0,MEDICAL,A,10400,0,0.14,N,5,0.0064864574929689,7.097296862394534,692.8556022339635
25,54000,RENT,7.0,HOMEIMPROVEMENT,C,10700,1,0.2,Y,2,0.010063728948613865,7.150955934229208,692.8428599121489
23,46585,RENT,3.0,MEDICAL,C,10000,0,0.21,Y,4,0.001378696789351067,7.020680451840266,692.827925488119
28,79536,MORTGAGE,12.0,PERSONAL,A,16425,0,0.21,N,8,0.0526974971733371,7.790462457600056,692.8187783217453
22,50004,RENT,6.0,PERSONAL,B,10000,0,0.2,N,2,0.0013846602027329546,7.0207699030409945,692.796891019973
23,75000,RENT,0.0,VENTURE,B,10000,0,0.13,N,4,0.0013863656377698646,7.020795484566548,692.7880156690743
27,60000,RENT,2.0,MEDICAL,C,12000,0,0.2,Y,8,0.02343956328582026,7.351593449287304,692.7481814678276
26,55500,RENT,3.0,MEDICAL,C,10000,0,0.18,Y,4,0.0014149236220568318,7.021223854330852,692.6393941520201
24,63000,MORTGAGE,8.0,PERSONAL,C,11400,0,0.18,N,4,0.017693895921182545,7.2654084388177385,692.575228519823
31,30000,RENT,4.0,DEBTCONSOLIDATION,D,10000,1,0.33,N,9,0.0014464452134133248,7.0216966782012,692.4753465846176
26,88000,RENT,10.0,PERSONAL,B,10000,0,0.11,N,4,0.0014481522117377316,7.021722283176066,692.4664627817212
23,74000,RENT,1.0,VENTURE,D,15000,1,0.2,N,2,0.04525153822496448,7.678773073374467,692.4306729938946
46,70000,RENT,0.0,MEDICAL,A,10000,0,0.14,N,14,0.001466181243031661,7.021992718645475,692.3726330050793
22,42500,RENT,7.0,MEDICAL,D,11850,1,0.28,Y,2,0.022117743405538636,7.331766151083079,692.3409217809356
26,34000,MORTGAGE,6.0,PERSONAL,A,12000,0,0.35,N,2,0.023506841624984443,7.352602624374766,692.322679374369
28,102058,MORTGAGE,13.0,EDUCATION,C,15000,0,0.15,Y,8,0.045275213476253594,7.679128202143804,692.2411837357513
28,85000,RENT,6.0,PERSONAL,C,14000,0,0.16,Y,9,0.039088087787131104,7.586321316806966,692.2301758352913
39,85000,MORTGAGE,1.0,PERSONAL,A,12000,0,0.14,N,13,0.02352497636974309,7.352874645546146,692.2079833290487
41,37000,OWN,0.0,VENTURE,C,10000,0,0.27,Y,13,0.00151203208068545,7.022680481210282,692.1340038189161
24,33000,OWN,7.0,VENTURE,A,14000,0,0.42,N,2,0.03910842620062293,7.586626393009344,692.0787723596968
22,36000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,0,0.28,N,3,0.0015240719034239588,7.022861078551359,692.0713419094452
22,31000,RENT,3.0,VENTURE,E,10000,1,0.32,Y,2,0.001531564573842321,7.022973468607635,692.0323456809542
22,50000,RENT,4.0,EDUCATION,A,10000,0,0.2,N,3,0.0015335914237971414,7.023003871356957,692.0217967422722
28,45000,RENT,6.0,MEDICAL,B,11000,0,0.24,N,7,0.013583492744155668,7.203752391162335,691.9979778994641
32,130000,RENT,0.0,PERSONAL,B,12500,0,0.1,N,6,0.02792942905899581,7.418941435884937,691.9961117273496
29,60000,RENT,5.0,MEDICAL,A,10000,0,0.17,N,8,0.0015451304331735485,7.023176956497603,691.9617406054144
28,78000,RENT,5.0,VENTURE,B,12000,0,0.15,N,10,0.023570087570307686,7.3535513135546156,691.9226653107505
29,110004,MORTGAGE,13.0,MEDICAL,B,12000,0,0.11,N,6,0.023582082149973396,7.353731232249601,691.8468011068154
22,20000,RENT,2.0,EDUCATION,A,10000,1,0.5,N,4,0.0015672961514329518,7.023509442271494,691.8463753867092
26,58195,RENT,3.0,PERSONAL,B,11000,0,0.19,N,2,0.013612070948202267,7.204181064223034,691.8332281917098
23,30000,RENT,3.0,PERSONAL,B,10000,1,0.33,N,2,0.0015737660571141835,7.023606490856713,691.8127013936024
22,275000,OWN,6.0,VENTURE,B,12000,0,0.04,N,2,0.023591090209180213,7.353866353137703,691.7898259276516
22,62500,MORTGAGE,6.0,PERSONAL,A,10000,0,0.16,N,3,0.0016136769273505675,7.024205153910258,691.6049740479382
31,54050,RENT,8.0,EDUCATION,B,12000,0,0.22,N,9,0.023628004092379026,7.354420061385685,691.5563458242539
24,41600,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,0,0.24,N,2,0.0016235827644820186,7.02435374146723,691.5534155932038
25,125000,OWN,9.0,PERSONAL,B,25000,0,0.2,N,2,0.07959259041823871,8.193888856273581,691.5401478773263
30,59000,MORTGAGE,0.0,MEDICAL,A,10000,0,0.17,N,8,0.001649879733599926,7.024748196003999,691.4165422305773
25,45000,MORTGAGE,0.0,VENTURE,B,17000,0,0.38,N,2,0.05552060228251619,7.8328090342377426,691.3374057641327
22,33600,OWN,,PERSONAL,C,12000,0,0.36,Y,4,0.02366828756181927,7.355024313427289,691.3015475092516
36,80000,MORTGAGE,4.0,VENTURE,A,10000,0,0.13,N,14,0.0016889296427897622,7.025333944641846,691.2132871324858
24,114800,RENT,6.0,PERSONAL,A,10000,0,0.09,N,4,0.0016952509084434439,7.0254287636266515,691.1803844626301
24,55008,RENT,6.0,VENTURE,E,10000,0,0.18,Y,3,0.0017029460435489545,7.0255441906532345,691.1403305357046
55,97243,MORTGAGE,10.0,PERSONAL,E,17000,0,0.17,N,30,0.055542445430329386,7.833136681454941,691.1381261227165
31,59000,MORTGAGE,13.0,MEDICAL,B,14000,0,0.24,N,6,0.0392370928120728,7.588556392181092,691.1209104781892
25,84000,RENT,3.0,DEBTCONSOLIDATION,C,10000,0,0.12,Y,4,0.0017205268865755278,7.025807903298633,691.048819870656
24,50004,OWN,2.0,VENTURE,B,10000,0,0.2,N,2,0.0017412686195955789,7.026119029293934,690.9408551534946
22,65496,RENT,6.0,VENTURE,B,10000,0,0.15,N,4,0.0017526800875506243,7.02629020131326,690.8814557135028
25,39996,RENT,2.0,MEDICAL,B,10000,0,0.25,N,4,0.0017539807646516786,7.026309711469775,690.8746853510271
33,56000,MORTGAGE,2.0,PERSONAL,A,11500,0,0.21,N,10,0.018985188590278243,7.284777828854174,690.8468177396165
24,71000,RENT,8.0,VENTURE,B,11200,0,0.16,N,3,0.015926404462527875,7.238896066937918,690.8184878069428
26,56000,RENT,10.0,DEBTCONSOLIDATION,B,10000,1,0.18,N,4,0.0017820620952365151,7.026730931428547,690.7285134868031
30,64000,RENT,4.0,DEBTCONSOLIDATION,B,10000,0,0.16,N,6,0.0017928697631441888,7.026893046447163,690.6722556586689
21,38400,RENT,5.0,EDUCATION,A,10000,0,0.26,N,4,0.0018060567980836908,7.027090851971256,690.603611888228
28,29000,RENT,4.0,DEBTCONSOLIDATION,D,10000,1,0.34,N,10,0.0018185806712574075,7.027278710068861,690.5384196559747
24,30000,RENT,0.0,PERSONAL,E,10000,1,0.33,Y,3,0.00182647497345956,7.027397124601894,690.4973261217673
29,96000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,0,0.1,N,5,0.0018474960426463401,7.027712440639695,690.3879007157976
39,55000,RENT,3.0,VENTURE,B,10000,0,0.18,N,13,0.0018586453984855136,7.027879680977283,690.3298620837994
23,88000,MORTGAGE,7.0,MEDICAL,A,10000,0,0.11,N,2,0.0018731206896658147,7.028096810344987,690.2545095420606
23,120000,MORTGAGE,,VENTURE,A,10000,0,0.08,N,2,0.0018869622080242025,7.028304433120363,690.1824555787124
28,47840,RENT,0.0,MEDICAL,B,12000,0,0.25,N,7,0.023875658740892897,7.3581348811133935,689.9898047122674
31,120000,MORTGAGE,9.0,MEDICAL,A,10000,0,0.08,N,7,0.0019271598342675983,7.028907397514014,689.9731979442683
30,110000,OWN,14.0,PERSONAL,C,12000,0,0.11,Y,10,0.023884995986633,7.358274939799495,689.9307375835034
34,54000,MORTGAGE,5.0,MEDICAL,A,10000,0,0.19,N,7,0.001936274814705731,7.029044122220586,689.9257472232931
33,31000,MORTGAGE,2.0,PERSONAL,B,13000,1,0.42,N,6,0.03225543570019839,7.483831535502976,689.9244490588501
31,47500,RENT,2.0,MEDICAL,C,10000,0,0.21,N,10,0.0019393719375853879,7.029090579063781,689.9096241792874
42,65000,MORTGAGE,25.0,MEDICAL,B,10000,0,0.15,N,13,0.0019438714369770212,7.029158071554655,689.8862005734743
22,75000,RENT,2.0,EDUCATION,B,10000,0,0.13,N,4,0.001946739242785765,7.029201088641787,689.871271246995
21,34000,RENT,5.0,EDUCATION,B,10000,0,0.29,N,4,0.0019514419442443211,7.029271629163665,689.8467897014368
25,48996,RENT,9.0,MEDICAL,D,10000,1,0.2,Y,2,0.0019609461477832785,7.029414192216749,689.7973120668352
30,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,10000,0,0.14,Y,5,0.00196202924727789,7.029430438709168,689.7916735760042
21,125000,MORTGAGE,0.0,PERSONAL,A,10000,0,0.08,N,2,0.001971751598915066,7.029576273983726,689.7410599790899
46,116000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,0,0.09,N,15,0.0019875360111431583,7.029813040167148,689.658887292962
31,78504,RENT,2.0,EDUCATION,C,10000,0,0.13,N,7,0.0020001593113093425,7.03000238966964,689.5931706252854
25,31200,RENT,3.0,MEDICAL,B,10000,1,0.32,N,4,0.002033525559225145,7.030502883388377,689.4194642527292
31,38000,RENT,15.0,VENTURE,A,14400,1,0.38,N,7,0.04204120829427584,7.630618124414138,689.3777117916022
25,80000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,18000,0,0.23,N,2,0.05994042283622678,7.899106342543401,689.256935670496
29,34000,RENT,0.0,DEBTCONSOLIDATION,B,10000,1,0.29,N,6,0.0020819231128749237,7.031228846693124,689.1674982072786
25,79700,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,0,0.13,N,4,0.002083175144564898,7.031247627168473,689.160979820238
25,150000,OWN,0.0,VENTURE,A,14400,0,0.1,N,4,0.04208621629799175,7.631293244469877,689.0325132197099
26,165000,RENT,10.0,PERSONAL,B,10300,0,0.06,N,3,0.005971331410582291,7.089569971158735,688.9624592107521
26,122500,RENT,1.0,HOMEIMPROVEMENT,B,10000,0,0.08,N,2,0.0021234044258811396,7.031851066388217,688.9515337158844
23,43000,RENT,1.0,EDUCATION,B,10000,0,0.23,N,3,0.002148042160703748,7.0322206324105565,688.8232596366543
26,91800,MORTGAGE,10.0,MEDICAL,E,10000,1,0.09,Y,4,0.0021491555277474237,7.032237332916211,688.8174629514897
29,135000,MORTGAGE,0.0,EDUCATION,A,11000,0,0.08,N,8,0.014135797308936429,7.212036959634046,688.8135351297108
24,141000,OWN,8.0,EDUCATION,A,10000,0,0.07,N,2,0.0021518225231458668,7.032277337847188,688.8035773693848
33,81000,OWN,4.0,PERSONAL,A,12000,0,0.15,N,8,0.024064907478613333,7.3609736121792,688.7925617439353
26,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10800,0,0.22,N,4,0.011938332288248605,7.179074984323729,688.7234373491199
22,50000,RENT,6.0,EDUCATION,A,10000,0,0.2,N,4,0.002168062108919409,7.032520931633791,688.719026293657
25,30000,OWN,4.0,DEBTCONSOLIDATION,D,10000,0,0.33,Y,2,0.0021820196565564063,7.032730294848346,688.6463559712342
33,30000,RENT,11.0,MEDICAL,C,10000,1,0.33,N,6,0.002186791778632426,7.032801876679486,688.6215096636868
27,46000,RENT,1.0,VENTURE,A,10000,0,0.22,N,7,0.0021944716443028623,7.032917074664543,688.5815238909287
27,72000,OWN,10.0,VENTURE,A,10000,0,0.14,N,6,0.0022148300018054873,7.033222450027083,688.4755257827061
46,80000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,0,0.13,N,13,0.002225454957937503,7.033381824369062,688.4202052440702
25,80000,MORTGAGE,0.0,MEDICAL,A,10000,0,0.13,N,4,0.0022331641757465564,7.033497462636198,688.3800657527642
22,91234,MORTGAGE,6.0,MEDICAL,B,12000,0,0.13,N,2,0.024130169558166704,7.3619525433725,688.3796648078091
22,38400,OWN,5.0,EDUCATION,C,10000,0,0.26,N,2,0.002236843472444796,7.033552652086672,688.3609087402068
30,66000,MORTGAGE,,VENTURE,A,12000,0,0.18,N,9,0.024135956911329325,7.36203935366994,688.343048924459
24,55000,RENT,4.0,EDUCATION,B,18200,1,0.33,N,2,0.06084274166105145,7.912641124915772,688.0782718687739
25,33996,RENT,4.0,HOMEIMPROVEMENT,C,10000,1,0.29,N,2,0.002291765335970384,7.034376480039556,688.0749419704213
22,36000,RENT,4.0,PERSONAL,B,10000,1,0.28,N,2,0.0022990716444586997,7.034486074666881,688.0368988531751
26,83000,RENT,1.0,DEBTCONSOLIDATION,B,12000,0,0.14,N,3,0.024185581302668395,7.362783719540026,688.029076454043
26,38004,MORTGAGE,3.0,VENTURE,C,10000,0,0.26,N,2,0.0023120140081552467,7.034680210122329,687.9695090444319
27,29238,RENT,8.0,HOMEIMPROVEMENT,C,10000,1,0.34,N,6,0.0023507617232459287,7.035261425848689,687.767749918102
47,75000,OTHER,1.0,DEBTCONSOLIDATION,C,12000,0,0.16,N,11,0.024229598508922853,7.3634439776338425,687.7505731052948
24,66996,MORTGAGE,5.0,EDUCATION,B,10000,0,0.15,N,2,0.002387514184486421,7.035812712767297,687.5763759046988
31,110000,RENT,4.0,HOMEIMPROVEMENT,D,10000,0,0.09,Y,9,0.002390647831790621,7.03585971747686,687.5600584791054
25,72000,RENT,2.0,MEDICAL,B,10000,0,0.14,N,4,0.002412808918318287,7.036192133774774,687.4446611544305
23,75000,MORTGAGE,2.0,VENTURE,E,19600,0,0.26,N,3,0.06591504722459007,7.988725708368851,687.4201459421554
37,73000,RENT,4.0,HOMEIMPROVEMENT,B,11500,0,0.16,N,13,0.019577882079309317,7.29366823118964,687.2630839356532
23,86000,MORTGAGE,5.0,PERSONAL,B,16000,0,0.19,N,3,0.05126253731674229,7.768938059751134,687.1888549675433
29,110000,MORTGAGE,1.0,EDUCATION,E,12800,0,0.12,N,6,0.031099925458924108,7.466498881883862,687.1418618473838
24,56000,RENT,0.0,VENTURE,C,12000,0,0.21,Y,2,0.024326304254551144,7.364894563818267,687.1386771099677
22,42000,RENT,3.0,PERSONAL,C,10000,0,0.24,N,2,0.002480120224680484,7.037201803370207,687.0941483371682
31,102000,RENT,11.0,MEDICAL,B,18000,0,0.18,N,10,0.06016463514670722,7.9024695272006085,687.0856000565124
36,70000,MORTGAGE,16.0,VENTURE,B,10000,0,0.14,N,14,0.002522836406828892,7.037842546102433,686.8717036291862
23,32400,RENT,7.0,EDUCATION,A,10000,1,0.31,N,3,0.0025402590117334103,7.038103885176001,686.7809737652163
25,54000,RENT,6.0,DEBTCONSOLIDATION,D,14000,1,0.26,Y,4,0.03982062827252765,7.597309424087915,686.7758930603592
22,45000,RENT,6.0,HOMEIMPROVEMENT,C,10000,1,0.22,N,2,0.002543986933713088,7.038159804005696,686.7615601404136
26,38000,RENT,6.0,PERSONAL,A,10000,0,0.26,N,3,0.0025627380507854186,7.038441070761781,686.6639106964403
24,60000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,0,0.17,N,2,0.0025664540585529183,7.038496810878294,686.6445588658728
29,36000,RENT,1.0,DEBTCONSOLIDATION,B,12000,1,0.33,N,9,0.02441694997887331,7.3662542496831,686.565094728543
25,90000,MORTGAGE,9.0,PERSONAL,A,10000,0,0.11,N,2,0.002588903114714252,7.0388335467207135,686.5276501744796
37,65379,MORTGAGE,5.0,PERSONAL,B,10000,0,0.15,N,13,0.0025908772189065566,7.038863158283599,686.5173694945406
24,56000,MORTGAGE,8.0,EDUCATION,A,12000,0,0.21,N,2,0.024428861147413834,7.366432917211208,686.4897217776104
49,69000,RENT,0.0,HOMEIMPROVEMENT,D,16000,1,0.23,Y,12,0.05134808375566264,7.770221256334939,686.4560414599782
32,64000,RENT,1.0,EDUCATION,B,10000,0,0.16,N,10,0.002604421747201681,7.039066326208025,686.4468323955953
24,60204,MORTGAGE,8.0,PERSONAL,A,10000,0,0.17,N,4,0.002705661497282495,7.040584922459238,685.9195793079244
22,24605,OWN,3.0,EDUCATION,C,10000,0,0.41,N,4,0.0027108632776251217,7.040662949164377,685.8924877867844
22,31200,RENT,0.0,MEDICAL,C,10600,1,0.34,N,2,0.010158327956912426,7.1523749193536865,685.8432216147593
29,92000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,12000,0,0.13,N,8,0.024535217351887753,7.368028260278316,685.8166853213124
